profile_pic,nums_in_username,followers,following,account_age_days,is_fake
1.0,0.040885146814584473,365.7373459859355,475.7998515984964,1160.0430279554203,0
0.0,0.7186871596754253,36.03181024201917,797.1555296219708,15.999221096205963,1
0.0,0.18057640992420407,132.69993044611329,177.62209100944006,1233.899025802324,0
1.0,0.0,338.6532593438362,81.64778745921404,744.2107959394928,0
1.0,0.1675095158005938,185.77627129921245,345.2200151864149,1365.236598685269,0
0.0,0.40980065532583076,16.919993759572623,968.7332117074524,10.130274263613845,1
1.0,0.1791566836451658,350.76766039816016,580.317512351541,834.938672099324,0
1.0,0.15646468710021655,194.87667939518332,305.2358351769145,767.9898410879905,0
1.0,0.10471465508091872,149.21618134213728,179.69903428562657,726.670204849366,0
1.0,0.8452270922216945,141.9170347280156,810.0845312651738,7.603557361439404,1
1.0,0.09990226333276356,71.59380161894514,463.41687908916094,837.4593034184961,0
1.0,0.00482852753083003,1313.7452144221202,214.37020067848854,543.4631482904316,0
1.0,0.2063314607949941,1011.3810006692876,306.55936646480274,461.4553994128688,0
0.0,0.14219972783773757,614.8546397344793,443.35661976887735,152.78831359122375,0
0.0,0.7208382952384134,40.04730523146671,685.2392506124872,23.430824058578086,1
0.0,0.21934804686667514,747.8007115257619,293.009972525264,421.9026373322037,0
0.0,0.3498350247879828,36.849317310904055,1006.7927501751687,15.631283697582292,1
1.0,0.5893929639930546,113.43184478158724,718.5120431129318,14.489850168001396,1
1.0,0.7797693185258958,10.939364419414646,981.5600127993861,8.392725458521516,1
1.0,0.05895098354600918,516.3088368260438,266.9206877506005,1152.997708286683,0
0.0,0.7626993477359122,98.9391335636409,775.14188845852,1.8571017913741332,1
1.0,0.12342713722376167,430.57412304809276,244.269128246358,1351.6729361044124,0
1.0,0.4425624405273725,110.64675515417473,949.3283459736415,26.686125729255185,1
1.0,0.47751440861985095,45.350883946201705,865.0154763490401,22.791189836836523,1
1.0,0.7892922082090081,82.9988095744714,1255.0743413380535,13.27798052473083,1
0.0,0.38439874419211656,28.10087133997693,629.6186663778064,16.011259628243387,1
0.0,0.3581172742736377,69.33961019410782,903.6244326227217,11.641559847251683,1
0.0,0.8578164303740817,122.102400457431,694.0985779273451,22.510943197013585,1
0.0,0.28675510253456166,42.49502864051884,626.1232561299413,23.828327446986485,1
1.0,0.8922726001133066,9.967030594925463,797.8134014112496,23.120157046287485,1
1.0,0.0018790048963183356,394.1432665182837,276.32162886491534,179.60331614242736,0
1.0,0.19082575447557876,71.59248142499112,162.30784920121187,1469.843419524714,0
1.0,0.4384910799562065,14.211715257517955,763.0939514729331,10.829368211189593,1
0.0,0.2675727435436126,18.282955111673548,573.9783559135864,14.61787486493586,1
1.0,0.7173358726794324,40.413325321848276,854.6434396780287,10.677162480198389,1
1.0,0.019741177483087027,55.026251285502056,430.76080068788826,795.7655423679544,0
1.0,0.7506269134288596,27.78152800032855,781.6174815843094,10.552369730997004,1
1.0,0.06862566710262177,1048.254848731565,70.23430480336073,957.2596258848913,0
1.0,0.22688962209847646,375.5814085825046,536.9330536285506,1102.5940275981027,0
1.0,0.02175432012497302,314.8784621767244,208.26404549675368,683.4605670064894,0
1.0,0.014781006959884942,56.40890756741181,470.4447156060969,1160.1556539503274,0
1.0,0.1468108543335047,524.3002089365626,276.8933731181789,417.8146582366551,0
0.0,0.7303000434363176,12.021420223176612,646.7906625117005,13.582903207751793,1
0.0,0.7421365566355187,16.620857541802586,574.4539213590384,3.100585818165391,1
0.0,0.35060103660519787,25.598636897712122,861.9677922967052,15.13305926266064,1
0.0,0.6338978020099149,83.51880558833916,545.3662234436415,21.32884879933429,1
0.0,0.32434228125820036,0.778009343520101,717.1192119146071,15.875646813678703,1
1.0,0.1019891016926734,25.34144929264496,102.0054058480573,635.9196417899482,0
0.0,0.5979345285958989,55.28813225335788,909.8395123735039,9.37140236144351,1
1.0,0.3886061182908397,80.1522225468393,1160.3434243966174,3.51831366385066,1
1.0,0.16820141618067455,150.57431075233936,276.39742844632474,437.6044531167496,0
1.0,0.3998927504601084,1.0266005243047203,429.4767067828448,11.915913933516082,1
1.0,0.15087327311678625,1432.1791857122867,538.7636391831152,1460.9491517351528,0
0.0,0.8566350226318276,108.67748591906945,803.080570354083,23.966623072669897,1
1.0,0.09616281942208971,900.8641726647454,444.6230085859598,1473.9928450220043,0
0.0,0.7817862245917904,41.55835520969488,710.6616749997214,21.8326856545237,1
0.0,0.6583858262037089,54.40876999498031,759.8157085091947,4.923601376590645,1
1.0,0.06305305204694228,665.7431881175654,592.9318598268519,411.5709795865489,0
1.0,0.018332118688440525,160.88004297522352,290.7959699864246,465.70305758213476,0
1.0,0.12058918611049457,509.66263890302264,187.71627206566623,816.7091186557305,0
1.0,0.1357995697135561,208.58974725595894,362.5973765111556,547.4485864143506,0
1.0,0.08028961385636844,3031.4240519198197,475.1484020983987,334.66310624522464,0
1.0,0.0,153.05974807590576,296.64202130755496,468.02642721812236,0
1.0,0.06634520785772309,163.5907303142068,491.85033712358234,150.10857462157435,0
1.0,0.030209972265418293,1334.4604115999543,462.42499722580504,1086.1760154218741,0
0.0,0.5460814304536467,113.78937633518352,791.7243030201091,14.407922559609554,1
0.0,0.46045742912883214,14.890989913506445,911.2314202585443,10.503922530795073,1
0.0,0.17898968763081,646.1665297151163,443.6670363394307,340.367431791291,0
1.0,0.7109779209027871,7.466350238875532,430.6860958569292,18.511694118292233,1
0.0,0.8168166911294529,98.01793981971655,714.3188153431037,29.654783123145684,1
0.0,0.5567571710588988,34.58702666333695,1005.8615406153511,28.185518116528172,1
1.0,0.8834836022669399,56.17999614636713,732.6121162372166,26.014880488957193,1
1.0,0.08278232039833426,862.5223296387396,255.15298823831193,128.6894879990802,0
0.0,0.5974719170383913,70.99900054693806,985.1632199968358,14.552873505978964,1
1.0,0.2065922177038477,521.198347831699,217.2203708353557,1346.9062725983447,0
1.0,0.737685514208455,18.78875053803252,697.964643378315,26.894233832528784,1
0.0,0.9044999480761026,26.384586882912135,829.8934464132063,12.427133402597828,1
1.0,0.643219300198036,11.82939847904342,954.1233693014688,28.839780597874384,1
1.0,0.1289042950286344,1214.1686384948387,125.70682521904136,790.2406111877968,0
0.0,0.7082753683948407,51.86235642947357,965.5277361805088,18.384419038040555,1
1.0,0.11396252357838373,20.333479096509404,240.00368898132186,941.112554067085,0
1.0,0.8102842966964141,18.159368028143334,698.78295707454,28.542637767500878,1
1.0,0.0,875.5254621458246,290.41675917015027,1490.9145481265969,0
0.0,0.5233964250940316,72.65217196183318,812.4929145098359,22.606934083576682,1
